Latitude,Longitude,Reduction
33.73583,-118.30946,0.104373293
33.73584,-118.30536,0.256156628
33.7359,-118.3015,-0.005846614
33.73591,-118.30902,0.257770915
33.73593,-118.3059,0.510774809
33.7361,-118.29818,0.241637136
33.73624,-118.30024,0.169412347
33.73628,-118.2841,0.325358464
33.73628,-118.30741,0.342049373
33.73629,-118.303,0.254553802
33.73632,-118.30035,0.074246888
33.73636,-118.30438,0.181093454
33.73637,-118.3005,0.253415883
33.7364,-118.30683,0.229853746
33.73645,-118.30801,0.171741236
33.73653,-118.29863,0.343378028
33.73653,-118.30083,0.253415883
33.7367,-118.29963,0.353564316
33.73673,-118.30487,0.244150224
33.73674,-118.30708,0.155426871
33.73685,-118.30523,0.219783945
33.73706,-118.30227,4.08242E-05
33.73706,-118.30294,0.50758378
33.73715,-118.2993,0.081105646
33.7372,-118.30294,0.405605278
33.73725,-118.30535,0.411373327
33.73726,-118.30421,-0.005860533
33.73727,-118.30454,0.339260028
33.73734,-118.30227,0.102545563
33.73743,-118.29863,0.157916733
33.73744,-118.30083,0.242021691
33.73747,-118.30294,0.102635959
33.73759,-118.30294,0.409513784
33.73759,-118.30369,0.409823116
33.73762,-118.3042,0.495696838
33.7377,-118.30271,0.409204688
33.73782,-118.30556,-0.005874492
33.73788,-118.29324,0.238398445
33.73813,-118.29435,0.100670772
33.73814,-118.29104,0.483984639
33.73888,-118.28613,0.137754995
33.73996,-118.29591,0.238587482
33.74035,-118.28877,0.159289049
33.7406,-118.28924,0.257056142
33.74215,-118.29311,0.099445363
33.74295,-118.29314,0.495316186
33.74356,-118.29289,0.244952979
33.744,-118.30932,0.17861406
33.74415,-118.30933,0.158635214
33.7443,-118.30933,0.505361175
33.74445,-118.28199,0.228431019
33.74449,-118.30933,0.161881449
33.74482,-118.30929,0.232851167
33.74487,-118.29813,0.258836569
33.74487,-118.29827,0.416981854
33.7449,-118.28988,0.331100782
33.74519,-118.30932,0.2636582
33.74633,-118.3093,0.080763258
33.74666,-118.28675,0.064515066
33.74789,-118.30015,0.159966199
33.77287,-118.26164,3.76465E-05
33.77308,-118.27067,3.79424E-05
33.77475,-118.27023,0.180935161
33.77507,-118.26244,0.345180137
33.77646,-118.26988,3.80914E-05
33.77826,-118.27571,0.239771808
33.77858,-118.27244,0.150133549
33.77944,-118.27794,0.231348095
33.77952,-118.27107,0.150268417
33.77997,-118.26111,0.485458205
33.77997,-118.26111,0.251419059
33.77997,-118.26111,0.063899686
33.77997,-118.26111,0.276547347
33.77997,-118.26115,0.229896133
33.77999,-118.27652,3.83917E-05
33.78012,-118.27654,0.097219767
33.78073,-118.26412,0.096799062
33.78084,-118.2685,-0.005408783
33.781,-118.27477,0.310353361
33.78125,-118.27094,0.239985225
33.78179,-118.27025,0.231165996
33.78241,-118.27128,0.205570262
33.78245,-118.27315,0.076625561
33.7826,-118.26485,0.097051207
33.78266,-118.2673,0.239985225
33.78266,-118.2673,3.8354E-05
33.78274,-118.2735,0.097304187
33.78295,-118.27484,0.076705811
33.78299,-118.26431,0.231165996
33.78326,-118.25918,-0.005408783
33.78357,-118.25858,0.156219623
33.78397,-118.27493,0.151080688
33.78402,-118.25927,0.207957306
33.78414,-118.25863,0.064377711
33.78448,-118.27497,0.232078226
33.78463,-118.27497,0.279282698
33.78496,-118.30172,0.136582797
33.78523,-118.25933,0.49694098
33.78576,-118.30616,3.87713E-05
33.78662,-118.30568,0.309742597
33.78711,-118.30512,0.490672177
33.78751,-118.30584,0.151898251
33.78754,-118.30683,0.490672177
33.78837,-118.30627,0.254510515
33.78877,-118.27462,0.241915563
33.78889,-118.27456,3.8695E-05
33.78974,-118.30117,0.097982911
33.7902,-118.3029,0.232811143
33.7902,-118.30447,0.157545063
33.79034,-118.30026,0.254705247
33.79051,-118.3044,0.254315962
33.79076,-118.30784,0.474638756
33.79078,-118.30735,0.151488805
33.79147,-118.3077,0.489748276
33.79269,-118.26383,0.272085334
33.79302,-118.3072,0.241270193
33.79311,-118.30234,0.157411894
33.79364,-118.24811,0.153272747
33.79399,-118.24849,0.479652249
33.79402,-118.29519,0.151898251
33.79479,-118.26379,0.20917649
33.795,-118.30257,0.151488805
33.79506,-118.30785,0.253539541
33.79535,-118.27486,0.412382412
33.7955,-118.30139,0.490056062
33.79601,-118.30088,3.86569E-05
33.79612,-118.29956,0.157545063
33.79647,-118.30056,0.490056062
33.79648,-118.30039,0.490056062
33.79747,-118.30446,0.241055499
33.79748,-118.30472,0.097473306
33.79748,-118.30524,0.488826001
33.79748,-118.30564,0.206166465
33.79748,-118.30598,0.0973887
33.79749,-118.30611,0.205967517
33.79751,-118.3038,0.230399531
33.79755,-118.30082,0.231142274
33.79805,-118.30546,0.488518938
33.7981,-118.30509,0.269077968
33.79812,-118.30462,0.07678616
33.80075,-118.26417,3.94276E-05
33.80083,-118.26434,0.154383177
33.80226,-118.26445,0.236331041
33.80329,-118.26436,0.160102059
33.81568,-118.30799,3.90784E-05
33.81982,-118.29993,0.154383177
33.81983,-118.30021,0.496249907
33.81984,-118.30342,0.154104659
33.81985,-118.30664,0.257647963
33.81985,-118.30717,0.495005311
33.81985,-118.3073,0.257450506
33.81986,-118.30091,0.246048122
33.82014,-118.30183,0.496249907
33.82045,-118.30778,0.257647963
33.82099,-118.30409,0.258043428
33.821,-118.30458,0.258043428
33.821,-118.30478,0.154243842
33.82184,-118.29987,0.258836569
33.82187,-118.30099,0.258638007
33.82189,-118.2996,0.246707849
33.82208,-118.3078,0.159966199
33.82255,-118.30251,0.154662305
33.82304,-118.30318,0.496873302
33.8232,-118.30236,0.497185275
33.82367,-118.30211,0.49749743
33.82367,-118.30661,0.24648772
33.82867,-118.3068,0.155503366
33.82877,-118.30764,0.24781182
33.8288,-118.30856,0.237644122
33.82942,-118.30824,0.259832163
33.82942,-118.30857,0.155503366
33.82944,-118.30684,0.24803328
33.82944,-118.30701,0.485435988
33.82992,-118.30825,0.155644082
33.82997,-118.30868,0.49906096
33.83051,-118.30761,0.260231704
33.83052,-118.30778,0.260231704
33.83053,-118.30743,0.260231704
33.83057,-118.30878,0.260231704
33.83095,-118.30187,0.189984279
33.83113,-118.30278,0.500001284
33.83113,-118.30294,0.161743661
33.83114,-118.30077,0.190174178
33.83114,-118.3011,0.500315093
33.83114,-118.30126,0.161881409
33.83114,-118.30457,0.189984279
33.83119,-118.30312,0.238587482
33.83152,-118.30135,0.100670772
33.83196,-118.305,0.500315093
33.83618,-118.30871,0.141644222
33.83642,-118.30872,0.101113116
33.83679,-118.30869,0.214718923
33.84037,-118.30675,0.240679022
33.84047,-118.30504,0.101647239
33.84054,-118.30647,0.240870272
33.84057,-118.30823,0.251382101
33.84091,-118.30441,0.192277268
33.84109,-118.30569,0.251382101
33.84127,-118.30544,0.263252237
33.84202,-118.30887,0.158060111
33.8423,-118.30887,0.15214421
33.8426,-118.30549,0.504411421
33.8426,-118.30565,0.263455123
33.84261,-118.30516,0.158060111
33.84353,-118.30493,0.158347344
33.84354,-118.30744,0.505044404
33.84383,-118.30818,0.505044404
33.84408,-118.30778,0.264064929
33.84408,-118.30811,0.158491199
33.84408,-118.3086,0.252509692
33.84409,-118.30844,0.158491199
33.84417,-118.30796,0.505361175
33.84456,-118.3045,0.252509692
33.84496,-118.30863,0.336493699
33.8453,-118.30886,0.252735896
33.84593,-118.30437,0.162215203
33.86296,-118.29884,0.080934235
33.86353,-118.29889,0.241061708
33.86689,-117.85707,0.092875047
33.87774,-118.29076,0.161468606
33.87787,-118.29075,0.499374217
33.87817,-118.29078,0.155784953
33.87829,-118.29078,0.248254964
33.88007,-118.28977,0.259832163
33.88007,-118.28995,0.155503366
33.88092,-118.29034,0.24781182
33.88095,-118.29052,0.24781182
33.88097,-118.28982,0.498434997
33.88097,-118.28999,0.498434997
33.88136,-118.28983,0.507833102
33.88156,-118.28646,0.211824849
33.88167,-118.28925,0.079243736
33.88471,-118.29065,0.497809769
33.88499,-118.29078,0.507167112
33.88696,-118.29116,0.2469282
33.88722,-118.29115,0.154942044
33.88827,-118.29123,0.2469282
33.89219,-118.29093,0.496561513
33.89221,-118.28966,0.258241436
33.91007,-118.29123,0.233178652
33.91111,-118.29123,0.097897742
33.91246,-118.29122,0.232444335
33.91261,-118.29122,0.232444335
33.91281,-118.29138,0.474638756
33.91316,-118.29121,0.48944067
33.91617,-118.28742,0.239985225
33.91667,-118.29015,0.327756555
33.91671,-118.28816,0.252765975
33.91673,-118.28973,3.83917E-05
33.9172,-118.28834,0.487292486
33.91734,-118.29137,0.240198854
33.91743,-118.2824,0.096799062
33.91792,-118.2832,-0.005396139
33.91812,-118.28699,3.82412E-05
33.9185,-118.28337,-0.00538983
33.92188,-118.29114,0.23892026
33.92207,-118.29114,0.276774142
33.9222,-118.28308,0.23786057
33.92269,-118.28318,0.237649263
33.92341,-118.2725,0.148260575
33.92369,-118.2874,0.149193536
33.92369,-118.28828,0.238072088
33.9269,-118.28301,0.236595859
33.92971,-118.24452,0.145243876
33.93062,-118.28864,0.402141897
33.93066,-118.29075,0.402439472
33.93072,-118.25957,0.310052342
33.93126,-118.25944,0.29705737
33.9313,-118.25875,0.296761659
33.93132,-118.26091,0.460903936
33.93242,-118.27808,0.24799493
33.93268,-118.27903,0.147202873
33.93351,-118.27778,0.247617929
33.93421,-118.29097,0.400953768
33.93507,-118.2407,0.17373286
33.93604,-118.28257,0.271832339
33.9369,-118.26483,0.151687575
33.93752,-118.27775,0.152197271
33.93986,-118.28206,0.397704248
33.94032,-118.28226,0.477283548
33.94033,-118.28294,0.233053
33.94047,-118.28293,0.062094675
33.94049,-118.29127,0.14654639
33.94201,-118.30903,0.46334419
33.94296,-118.23288,0.17033561
33.94431,-118.29122,0.224723815
33.94582,-118.28517,0.24518404
33.94582,-118.28533,0.24518404
33.94582,-118.37405,0.150538589
33.94583,-118.28192,0.475185301
33.94594,-118.37332,0.487598828
33.9461,-118.37432,0.407531643
33.94635,-118.37298,0.097051207
33.94645,-118.37226,0.134701965
33.94666,-118.26552,0.222798437
33.94685,-118.37267,0.239558604
33.94725,-118.37756,0.2529591
33.94767,-118.26953,0.473393671
33.94778,-118.37142,0.155824683
33.94791,-118.37129,0.23913283
33.94807,-118.37125,3.81662E-05
33.9481,-118.37161,3.82036E-05
33.94812,-118.37044,0.134272094
33.94814,-118.26924,0.47309568
33.94834,-118.3774,0.252573028
33.94857,-118.3778,0.239771808
33.94859,-118.37706,0.156219623
33.94872,-118.37774,0.239771808
33.94878,-118.2887,0.093675796
33.94878,-118.28903,0.150926945
33.94881,-118.28851,0.061506378
33.94881,-118.28884,0.150926945
33.94881,-118.28917,0.223671157
33.94881,-118.28934,0.395064884
33.94882,-118.28819,0.39477269
33.94882,-118.28836,0.244626431
33.94886,-118.37771,0.064309163
33.94887,-118.29098,0.093675796
33.94975,-118.3768,0.318335225
33.94984,-118.28199,0.061311734
33.95022,-118.30044,0.22384619
33.95097,-118.30056,3.67762E-05
33.95102,-118.28507,0.229975865
33.95131,-118.3837,0.298408919
33.95183,-118.30864,0.129095462
33.95216,-118.29011,0.267206833
33.95226,-118.37401,0.149059826
33.95236,-118.37361,0.063628412
33.95254,-118.24627,0.22554385
33.95262,-118.28593,0.229162926
33.95264,-118.37327,0.180397027
33.95324,-118.28344,0.471014653
33.95349,-118.38154,3.80541E-05
33.95366,-118.44029,4.1609E-05
33.95392,-118.43976,0.172772821
33.95394,-118.44003,0.269631825
33.95409,-118.43941,4.17347E-05
33.95417,-118.43923,0.104651096
33.95503,-118.43957,0.293233859
33.95506,-118.28931,0.221065146
33.95509,-118.43458,0.173068999
33.95512,-118.26481,0.141669432
33.95519,-118.43445,0.50350938
33.95523,-118.38131,0.154647235
33.95525,-118.43423,0.514628841
33.95534,-118.28439,0.142679943
33.95535,-118.43412,0.223235307
33.95542,-118.4393,0.163329493
33.95549,-118.43372,0.083729905
33.95552,-118.43346,0.104743911
33.95556,-118.43316,0.270049905
33.95556,-118.43483,0.352522564
33.95558,-118.26405,0.466878249
33.95558,-118.44223,4.15255E-05
33.95559,-118.43286,0.258931055
33.95559,-118.43764,0.504633667
33.9557,-118.44231,0.361246194
33.95574,-118.43431,0.247683254
33.95575,-118.43409,0.223235307
33.95575,-118.43821,0.51591956
33.95587,-118.4337,0.270049905
33.9559,-118.43212,0.104651096
33.95593,-118.43491,4.18188E-05
33.95596,-118.43784,0.271098612
33.95604,-118.4329,0.238826716
33.95609,-118.43199,-0.005987624
33.95611,-118.43267,0.258931055
33.95612,-118.43391,0.173068999
33.95613,-118.44142,-0.00600913
33.95618,-118.43638,0.346119481
33.95618,-118.44123,0.25962999
33.95621,-118.43505,0.247881379
33.95623,-118.43248,0.41637402
33.95623,-118.43323,0.514628841
33.95624,-118.43734,0.516242713
33.95625,-118.43194,0.104558388
33.95626,-118.28198,0.219861385
33.95628,-118.27902,0.468056599
33.95631,-118.43784,0.105303062
33.95631,-118.44089,0.26009714
33.95637,-118.43236,0.104651096
33.95639,-118.4407,0.1052096
33.95642,-118.43522,0.247881379
33.95654,-118.43941,0.105490312
33.95663,-118.43554,0.515596596
33.95664,-118.44043,0.249074264
33.95671,-118.43632,0.505384333
33.95676,-118.44163,0.223671012
33.95676,-118.44178,0.352821751
33.9568,-118.4352,0.338763336
33.95681,-118.44139,0.105116246
33.95684,-118.25685,0.445475398
33.95696,-118.43584,0.26009714
33.95705,-118.43565,0.173663286
33.95711,-118.38189,3.77202E-05
33.95713,-118.43548,0.167490868
33.95719,-118.43952,0.225643624
33.95721,-118.28813,0.071615154
33.95745,-118.44038,0.348648524
33.95745,-118.44038,4.22425E-05
33.95746,-118.43614,0.505760009
33.95754,-118.4402,0.164680429
33.95759,-118.43588,0.248476934
33.95765,-118.43566,0.1052096
33.95772,-118.43549,0.248476934
33.95773,-118.25608,0.174433816
33.95832,-118.2798,0.262668628
33.95834,-118.27287,0.140917106
33.95837,-118.43962,0.106243683
33.95848,-118.28304,0.239856426
33.95854,-118.28368,0.141543715
33.95874,-118.30054,0.148548822
33.95886,-118.25608,0.462484091
33.95886,-118.25644,0.271260398
33.95886,-118.43308,0.345175892
33.95887,-118.43966,0.24283971
33.95889,-118.43381,0.515273822
33.95898,-118.43871,0.085171374
33.959,-118.25608,0.163734587
33.95902,-118.43287,0.162584877
33.95905,-118.38425,0.153739016
33.95906,-118.44923,0.506947818
33.95907,-118.43917,0.106433127
33.95911,-118.43842,0.509529345
33.95918,-118.28268,0.38667718
33.95918,-118.43828,4.24135E-05
33.95924,-118.43813,0.519484695
33.9593,-118.30982,0.46982934
33.95936,-118.44964,0.081536082
33.95944,-118.43313,0.104743911
33.95944,-118.43329,0.083819128
33.95944,-118.43349,0.104836833
33.95944,-118.43379,0.417318487
33.95944,-118.43395,0.239665007
33.95944,-118.43412,0.157941955
33.95944,-118.43433,4.19453E-05
33.95945,-118.43299,0.270049905
33.95945,-118.43366,0.173365819
33.95949,-118.40655,0.228994232
33.95952,-118.40754,0.264764266
33.95952,-118.40805,0.203008758
33.95953,-118.40527,0.483934572
33.95953,-118.4057,3.79052E-05
33.95954,-118.40537,3.79052E-05
33.95969,-118.43264,0.24728759
33.95983,-118.43326,0.352522564
33.95986,-118.421,0.355623928
33.95996,-118.44961,0.495327316
33.95997,-118.38252,3.74997E-05
33.95997,-118.38256,0.400657278
33.95997,-118.38256,3.74997E-05
33.95997,-118.38256,0.312599392
33.96003,-118.43227,0.513662787
33.96003,-118.43244,0.34454828
33.96004,-118.41604,0.491409767
33.96004,-118.43125,0.257770915
33.96005,-118.43511,0.163778281
33.96005,-118.43528,0.158790644
33.96006,-118.41547,0.236806123
33.96006,-118.43412,0.084087487
33.96006,-118.43428,4.19453E-05
33.96007,-118.4163,0.17986068
33.96007,-118.41646,0.236806123
33.96007,-118.42137,3.90784E-05
33.96007,-118.42154,0.159019188
33.96008,-118.41531,0.202422685
33.96008,-118.42091,0.25587743
33.96013,-118.43559,0.164078317
33.96019,-118.43578,0.164078317
33.96031,-118.43602,0.084627329
33.96033,-118.4471,0.182919441
33.96043,-118.44653,0.3356447
33.96046,-118.44608,0.258234261
33.96049,-118.417,0.096047595
33.9606,-118.4459,0.291457827
33.96065,-118.30347,0.091846841
33.96066,-118.30113,0.263526417
33.96068,-118.45005,0.495327316
33.96073,-118.4457,0.157098457
33.96109,-118.41849,0.277455779
33.96112,-118.44952,0.22834655
33.96119,-118.3038,0.091768338
33.9612,-118.29382,0.249459486
33.96124,-118.2567,0.460446746
33.96134,-118.44966,-0.005874492
33.96153,-118.45269,4.0459E-05
33.96166,-118.27952,0.46365207
33.9618,-118.39695,0.314023514
33.96196,-118.30933,0.171177967
33.96199,-118.45329,0.24258828
33.962,-118.3087,0.171009127
33.9621,-118.28815,0.217815853
33.9621,-118.29015,0.140792178
33.9621,-118.29048,0.140792178
33.96211,-118.30933,0.147930605
33.96216,-118.28997,3.56545E-05
33.96223,-118.28898,3.56202E-05
33.96245,-118.28624,0.168997363
33.96248,-118.29251,0.238771361
33.96254,-118.28238,0.164161467
33.96259,-118.23996,0.364895449
33.96292,-118.30903,3.58962E-05
33.96299,-118.30298,0.239675177
33.96299,-118.30565,0.239856426
33.96304,-118.42242,0.065767016
33.96313,-118.26549,0.162602568
33.96314,-118.30917,0.387536672
33.96315,-118.42251,0.244516455
33.96326,-118.42261,0.159154048
33.96342,-118.42268,0.235026773
33.96348,-118.42194,0.331942353
33.96359,-118.42204,0.233385519
33.96363,-118.42297,0.209987413
33.9637,-118.42213,0.077839831
33.96396,-118.28407,0.271062127
33.96396,-118.28449,0.134740857
33.96396,-118.2849,0.134740857
33.96397,-118.28471,0.134740857
33.96428,-118.28505,0.081193793
33.96451,-118.28503,0.462484091
33.9646,-118.28994,0.216801547
33.9646,-118.29046,0.15957387
33.96462,-118.27426,0.215290541
33.96462,-118.28622,0.173868065
33.96462,-118.28637,0.093686052
33.96464,-118.28416,0.163592582
33.96464,-118.28521,0.250123856
33.96465,-118.28489,0.093606495
33.96476,-118.3093,3.57579E-05
33.96485,-118.30363,0.146825672
33.96485,-118.3038,0.238951801
33.9649,-118.30864,3.57234E-05
33.96515,-118.28638,0.081120283
33.96515,-118.2883,0.462484091
33.96517,-118.28556,0.270666091
33.96517,-118.28605,0.173586014
33.96517,-118.28622,0.462192527
33.96518,-118.28457,0.372079139
33.96518,-118.28506,0.163450722
33.96519,-118.42384,0.245609406
33.96524,-118.30899,0.386105229
33.9657,-118.28489,0.080900238
33.96582,-118.28896,0.093606495
33.96582,-118.28913,0.173726971
33.96585,-118.28588,0.249694485
33.96586,-118.28448,0.440772409
33.96587,-118.38583,3.70635E-05
33.96603,-118.28712,0.091732602
33.96612,-118.30717,3.56202E-05
33.96612,-118.30749,0.090987898
33.96615,-118.30397,0.217477128
33.96636,-118.29028,0.173586014
33.96637,-118.2888,0.215960558
33.96637,-118.28913,0.215960558
33.96639,-118.2858,0.091547247
33.9664,-118.28355,0.080753944
33.96647,-118.38479,0.151560478
33.96653,-118.46108,3.97413E-05
33.96656,-118.3093,0.146703521
33.96665,-118.30548,0.217477128
33.96665,-118.30717,0.059342028
33.96665,-118.30733,3.55859E-05
33.96673,-118.26835,0.171487992
33.967,-118.3839,0.475783919
33.96701,-118.30429,3.55174E-05
33.96701,-118.30631,0.140293773
33.96704,-118.28946,0.461318864
33.96704,-118.28963,0.315655357
33.96705,-118.28611,0.26967893
33.96706,-118.28439,0.460156383
33.96717,-118.38483,0.093917709
33.96724,-118.28746,0.162884714
33.9674,-118.33135,0.147438282
33.9675,-118.2884,0.162884714
33.96755,-118.28934,0.080753944
33.9677,-118.26245,0.160365803
33.96798,-118.45771,0.252509692
33.96813,-118.28539,0.45957617
33.96839,-118.39753,0.062160448
33.96882,-118.33087,3.57234E-05
33.96885,-118.39777,0.246303808
33.96891,-118.30936,0.174150665
33.96909,-118.28652,0.080316981
33.96951,-118.28341,0.368868808
33.96951,-118.28489,0.2683039
33.96982,-118.37052,0.143443436
33.97005,-118.28621,0.092579844
33.97005,-118.2888,0.161899696
33.97047,-118.28571,0.171626914
33.97054,-118.2752,0.170795391
33.97105,-118.45889,0.168405953
33.97107,-118.27906,0.080171964
33.97135,-118.45931,0.240679022
33.97137,-118.27426,0.159950408
33.97142,-118.28486,0.092188691
33.97143,-118.45991,0.333446743
33.97144,-118.28472,0.213295155
33.97145,-118.2834,0.213129859
33.9717,-118.33109,0.444462671
33.9719,-118.28228,0.435345201
33.972,-118.28391,0.212964713
33.97201,-118.28306,0.091954979
33.97202,-118.25708,0.056944928
33.97211,-118.45971,0.162295532
33.97224,-118.46055,0.419765858
33.97241,-118.28488,0.160643429
33.97241,-118.28538,0.079666893
33.97244,-118.37667,0.470421648
33.97295,-118.30863,0.172743142
33.97297,-118.33026,0.093765692
33.97298,-118.28306,0.091721998
33.97298,-118.33059,0.163876736
33.97299,-118.37654,0.092398711
33.97303,-118.3765,0.194224764
33.9731,-118.37663,0.227949478
33.97313,-118.37659,3.6245E-05
33.97314,-118.37659,0.126926638
33.97337,-118.28469,0.058005279
33.97337,-118.2862,0.272516636
33.97337,-118.28686,0.170657272
33.97338,-118.28488,0.212470179
33.97345,-118.39491,0.061247013
33.97367,-118.37343,0.092082851
33.97392,-118.37696,0.227546577
33.97394,-118.28389,0.079237034
33.97405,-118.37692,0.227546577
33.97414,-118.32872,0.31513299
33.97422,-118.33283,0.315400346
33.97424,-118.32908,0.080973506
33.97436,-118.37631,0.09216169
33.97436,-118.46145,0.159424193
33.97446,-118.37701,0.227345423
33.9745,-118.3733,0.226743137
33.97462,-118.37317,0.337399681
33.97466,-118.46251,0.501866471
33.97482,-118.31888,0.248624552
33.97485,-118.31222,0.247984981
33.97487,-118.32976,0.249480099
33.97516,-118.37476,0.263956475
33.9752,-118.37536,-0.00503259
33.97523,-118.29069,0.160227198
33.97532,-118.37523,0.240765105
33.97553,-118.46161,0.077676616
33.97585,-118.46237,0.065137473
33.97594,-118.37642,0.240583044
33.97599,-118.46364,0.206565001
33.97619,-118.27809,0.129681302
33.97639,-118.46283,0.151352619
33.97644,-118.37627,0.141921263
33.97645,-118.37606,0.147930605
33.97646,-118.37585,0.147807337
33.97664,-118.32901,0.162602568
33.97667,-118.32836,0.370738062
