,Latitude,Longitude,median
279,34.04495,-118.20867,1.143
280,34.04274,-118.20871000000001,1.09545
281,34.07524,-118.2088,1.22455
282,34.045770000000005,-118.20886000000002,1.16275
283,34.074690000000004,-118.20942,1.1896
284,34.07607,-118.20947,1.18995
285,34.09626,-118.20962,1.0942
286,34.0432,-118.20966000000001,1.15645
287,34.040420000000005,-118.20966999999999,1.12595
288,34.0669,-118.20986,1.2129
289,34.04283,-118.20988999999999,1.1931
290,34.086040000000004,-118.21016999999999,0.9659
291,34.1347,-118.21063000000001,1.0728
292,34.06625,-118.21068000000001,1.2394
293,34.13777,-118.21078,1.10835
294,34.04141,-118.21083999999999,1.08185
295,34.02451,-118.21083999999999,1.08345
296,34.05652,-118.21144,1.2984
297,34.13411,-118.21152,1.04799
298,34.07371,-118.2117,1.2473999999999998
299,34.0737,-118.21173,1.2385
300,34.0737,-118.21173,1.2385
301,34.0737,-118.21173,1.2385
302,34.07479,-118.21177,1.24005
303,34.077,-118.21181999999999,0.9513449999999999
304,34.05396,-118.21195,1.15445
305,34.08286,-118.21218,0.87498
306,34.09187,-118.21221000000001,1.1997
307,34.0817,-118.21223,0.946245
308,34.07777,-118.21278000000001,1.03559
309,34.078590000000005,-118.2128,0.97956
310,34.07908,-118.21281,0.976715
311,34.07971,-118.21282,0.906835
312,34.12178,-118.21293,1.23715
313,34.03772,-118.21318000000001,1.2248
314,34.07713,-118.21325,1.0285
315,34.0745,-118.21347,1.09475
316,34.04776,-118.21351999999999,1.18235
317,34.08235,-118.21354,0.8812399999999999
318,34.039429999999996,-118.21372,1.1056
319,34.045759999999994,-118.21381000000001,1.2784499999999999
320,34.07092,-118.21393,1.0890499999999999
321,34.1218,-118.21437,1.1537000000000002
322,34.06722,-118.21441999999999,1.20195
323,34.123509999999996,-118.21455,1.1778
324,34.13776,-118.21456,1.18175
325,34.13776,-118.21456,1.18175
326,34.066590000000005,-118.21458,1.2344
327,34.080999999999996,-118.21465,0.9473100000000001
328,34.037729999999996,-118.21475,1.19585
329,34.04377,-118.21476000000001,1.23435
330,34.03764,-118.21484,1.184
331,34.04394,-118.21489,1.21095
332,34.03753,-118.2149,1.2575
333,34.050940000000004,-118.21517,1.24715
334,34.05101,-118.21531,1.2203499999999998
335,34.07971,-118.21533000000001,0.9345349999999999
336,34.06425,-118.21545,1.3018999999999998
337,34.05205,-118.21571999999999,1.1899
338,34.05188,-118.21607,1.28575
339,34.04677,-118.21609,1.4298
340,34.05385,-118.2163,1.22995
341,34.04039,-118.21632,1.1225
342,34.13166,-118.21638,1.0312000000000001
343,34.13166,-118.21638,1.0312000000000001
344,34.13458,-118.21642,1.2744499999999999
345,34.07757,-118.21686000000001,1.11835
346,34.0704,-118.21694,1.1233499999999998
347,34.12805,-118.21701000000002,1.17835
348,34.07043,-118.21713000000001,1.1067
349,34.129529999999995,-118.2173,1.0491
350,34.13432,-118.21735,1.232
351,34.043479999999995,-118.21753999999999,1.27575
352,34.0721,-118.21775,1.1442999999999999
353,34.1288,-118.21785,1.1675
354,34.04371,-118.21813999999999,1.2315
355,34.04681,-118.21825,1.3162
356,34.128040000000006,-118.21826999999999,1.1345
357,34.12921,-118.21836,1.0568
358,34.12961,-118.21858,1.12605
359,34.04465,-118.21878999999998,1.2213500000000002
360,34.12404,-118.21888999999999,1.17935
361,34.08862,-118.21909,0.955345
362,34.0369,-118.21921999999999,1.15565
363,34.03658,-118.21923999999999,1.24945
364,34.054559999999995,-118.21933999999999,1.1938499999999999
365,34.045190000000005,-118.21938999999999,1.2131500000000002
366,34.06984,-118.21941000000001,1.1983000000000001
367,34.04566,-118.21945,1.1957
368,34.0466,-118.21958000000001,1.29965
369,34.13662,-118.21996999999999,1.0003199999999999
370,34.070679999999996,-118.22013000000001,1.14815
371,34.048320000000004,-118.22018999999999,1.311
372,34.04282,-118.22018999999999,1.22545
373,34.04221,-118.22025,1.1897000000000002
374,34.127759999999995,-118.22026000000001,1.0944500000000001
375,34.047670000000004,-118.22034,1.37
376,34.05216,-118.22066000000001,1.3888500000000001
377,34.04807,-118.22091,1.41745
378,34.084590000000006,-118.22101,0.8897250000000001
379,34.04934,-118.22118999999999,1.2516
380,34.053020000000004,-118.22128000000001,1.1359
381,34.12509,-118.22201000000001,1.04855
382,34.04468,-118.22203999999999,1.24655
383,34.04483,-118.22218000000001,1.2835999999999999
384,34.04675,-118.2232,1.22885
385,34.08656,-118.2244,1.0274
386,34.1228,-118.22443999999999,1.0201500000000001
387,34.09285,-118.22455,1.11965
388,34.143370000000004,-118.22578,1.07355
389,34.09337,-118.22594,1.1081
390,34.12184,-118.22651,0.9113249999999999
391,34.104420000000005,-118.22653000000001,1.2557
392,34.12135,-118.22715,0.9697199999999999
393,34.103970000000004,-118.22769,1.2341
394,34.07154,-118.22968999999999,1.12515
395,34.096920000000004,-118.22986999999999,1.2668
396,34.071940000000005,-118.23019,1.06145
397,34.12287,-118.23057,1.0866500000000001
398,34.107279999999996,-118.2306,1.33475
399,34.071979999999996,-118.23092,1.09355
400,34.072359999999996,-118.23103,1.1074
401,34.07245,-118.23111000000002,1.1149
402,34.10627,-118.23126,1.23075
403,34.10698,-118.23187,1.27575
404,34.07457,-118.23196999999999,1.222
405,34.125440000000005,-118.23215,1.022945
406,34.12675,-118.23234,1.10765
407,34.13218,-118.2328,0.9732799999999999
408,34.132459999999995,-118.23285,1.02405
409,34.129259999999995,-118.23288000000001,0.8907050000000001
410,33.94296,-118.23288000000001,0.609915
411,34.12968,-118.23293999999999,0.904455
412,34.12982,-118.23297,0.907385
413,34.130109999999995,-118.23303,0.90018
414,34.08746,-118.23329,1.1172499999999999
415,34.10731,-118.23381,1.1795
416,34.1027,-118.23396000000001,1.19185
417,34.1066,-118.23523999999999,1.2186
418,34.101490000000005,-118.23556,1.3219500000000002
419,34.06855,-118.23626000000002,1.2315
420,34.06855,-118.23626000000002,1.2315
421,34.06855,-118.23626000000002,1.2315
422,34.10711,-118.23626999999999,1.30905
423,34.066340000000004,-118.23629,1.2477
424,34.06801,-118.2364,1.2064
425,34.06795,-118.23651000000001,1.2283
426,34.067890000000006,-118.23662,1.21095
427,34.11988,-118.23708,1.1095000000000002
428,34.11815,-118.23735,1.2257
429,34.11866,-118.23746000000001,1.1164
430,34.11139,-118.23767,1.2408000000000001
431,34.06899,-118.2377,1.2553
432,34.11,-118.23778,1.1684
433,34.1153,-118.23781000000001,1.2572
434,34.06834,-118.23886999999999,1.30755
435,34.06693,-118.2389,1.22285
436,34.120020000000004,-118.23923,1.1979
437,34.10892,-118.23995,1.13755
438,33.962590000000006,-118.23996000000001,0.736525
439,34.10995,-118.24011999999999,1.2003499999999998
440,34.06328,-118.24027,1.1755
441,34.06474,-118.24035,1.3494000000000002
442,34.06819,-118.24036000000001,1.2999
443,34.11967,-118.24045,1.2317
444,34.06497,-118.24068,1.3011
445,33.93507,-118.2407,0.65744
446,34.11951,-118.24077,1.2961999999999998
447,34.06228,-118.24087,1.2497
448,34.11933,-118.24101999999999,1.26115
449,34.0647,-118.24103000000001,1.4352
450,34.0628,-118.24132,1.2082000000000002
451,34.06268,-118.24138,1.2609
452,34.06477,-118.24148999999998,1.3655
453,34.06412,-118.24155,1.3772
454,34.06257,-118.24155,1.2269
455,34.121520000000004,-118.24166000000001,1.4421499999999998
456,34.06453,-118.24173,1.3818
457,34.06282,-118.24174,1.1962000000000002
458,34.06524,-118.24176000000001,1.43045
459,34.0621,-118.24178,1.2879999999999998
460,34.06375,-118.24181999999999,1.3686
461,34.11827,-118.24185,1.1597499999999998
462,34.12032,-118.24188999999998,1.1909
463,34.121340000000004,-118.24191,1.3228
464,34.11962,-118.24191,1.2494999999999998
465,34.064209999999996,-118.242,1.39385
466,34.06297,-118.24207,1.2776
467,34.06548,-118.24212,1.38435
468,34.063590000000005,-118.24213,1.30495
469,34.12014,-118.24216000000001,1.2467000000000001
470,34.06256,-118.24226000000002,1.21075
471,34.12004,-118.24229,1.26425
472,34.06412,-118.24238999999999,1.4834
473,34.06381,-118.24247,1.39545
474,34.06151,-118.24262,1.2909
475,34.063,-118.24263,1.2636
476,34.06215,-118.24266000000001,1.21955
477,34.06231,-118.2427,1.2462
478,34.06451,-118.2429,1.42085
479,34.121359999999996,-118.243,1.34945
480,34.064029999999995,-118.24302,1.3472499999999998
481,34.06173,-118.24305,1.22295
482,34.11977,-118.24332,1.285
483,34.11858,-118.24343,1.2344499999999998
484,34.06435,-118.24353,1.34315
485,34.06374,-118.24361,1.30285
486,34.062459999999994,-118.24363999999998,1.28805
487,34.06313,-118.24367,1.29665
488,34.11997,-118.2438,1.3012000000000001
489,34.06337,-118.24386000000001,1.2312
490,34.11988,-118.24393,1.3330000000000002
491,34.06272,-118.24412,1.22755
492,34.06245,-118.24412,1.2260499999999999
493,34.11804,-118.2442,1.17645
494,34.066629999999996,-118.2442,1.4532500000000002
495,34.11871,-118.24423,1.2988
496,34.11958,-118.24434,1.3056
497,34.06592,-118.24441999999999,1.3558
498,34.06346,-118.24448999999998,1.25785
499,33.92971,-118.24452,0.620755
500,34.066309999999994,-118.24456,1.45265
501,34.06333,-118.24461000000001,1.2591
502,34.06619,-118.24463,1.3975
503,34.063179999999996,-118.24468,1.24705
504,34.063179999999996,-118.24468,1.24705
505,34.06453,-118.24472,1.22715
506,34.06596,-118.24476999999999,1.2960500000000001
507,34.06423,-118.24484,1.26215
508,34.06365,-118.24488999999998,1.3121
509,34.11984,-118.24502,1.2406
510,34.0675,-118.24506000000001,1.3229000000000002
511,34.06738,-118.24512,1.3267000000000002
512,34.11806,-118.24518,1.24095
513,34.06292,-118.24543999999999,1.3071
514,34.06775,-118.24566000000002,1.39725
515,34.00123,-118.24577,0.89047
516,34.15987,-118.24583,1.5293999999999999
517,34.15979,-118.24583,1.52005
518,34.15977,-118.24583,1.52795
519,34.06726,-118.24595,1.34375
520,34.06713,-118.24602,1.29655
521,34.069379999999995,-118.24605,1.47305
522,34.068659999999994,-118.24609,1.3968500000000001
523,34.06885,-118.24615,1.3589
524,34.067809999999994,-118.2462,1.3664
525,33.95254,-118.24627,0.674925
526,34.066590000000005,-118.24633999999999,1.31445
527,34.067440000000005,-118.24641000000001,1.3091499999999998
528,34.06868,-118.24642,1.3319999999999999
529,34.0669,-118.24671000000001,1.33145
530,34.068979999999996,-118.24682,1.4087999999999998
531,34.06873,-118.24695,1.3756499999999998
532,34.067679999999996,-118.24701,1.3193
533,34.06861,-118.24703999999998,1.4175499999999999
534,34.065690000000004,-118.24708000000001,1.2903
535,34.066829999999996,-118.24712,1.3001
536,34.06709,-118.24726000000001,1.3447
537,34.10374,-118.24746999999999,1.27225
538,34.06763,-118.24761000000001,1.353
539,34.06706,-118.24776999999999,1.315
540,34.06755,-118.24781000000002,1.3481
541,34.06966,-118.24785,1.3161
542,34.06923,-118.24798,1.40775
543,33.79364,-118.24811000000001,0.37822
544,33.79399,-118.24848999999999,0.36890500000000004
545,34.09153,-118.24871,1.31405
546,34.00418,-118.24875,0.8941699999999999
547,34.008559999999996,-118.24888999999999,0.994575
548,34.01638,-118.24905,1.023805
549,34.0695,-118.24933999999999,1.4266
550,34.01648,-118.24937,0.99669
551,34.07245,-118.24966,1.2741500000000001
552,34.021370000000005,-118.25,1.0899999999999999
553,34.06668,-118.25038,1.25455
554,34.00327,-118.25051,0.8876550000000001
555,34.06565,-118.25058,1.2671000000000001
556,34.06621,-118.25066000000001,1.25245
557,34.07565,-118.25078,1.1749
558,34.112970000000004,-118.25086999999999,1.39195
559,34.06688,-118.25086999999999,1.2351
560,34.0213,-118.25098999999999,1.1165
561,34.07662,-118.25102,1.13805
562,34.11308,-118.25105,1.4108999999999998
563,34.06657,-118.25113,1.22995
564,34.06685,-118.2512,1.2375500000000001
565,34.00049,-118.25145,0.87432
566,33.99344,-118.25176,0.8130999999999999
567,34.06677,-118.25181,1.2361499999999999
568,34.083890000000004,-118.25198,1.17025
569,34.11398,-118.25204,1.3755000000000002
570,34.07666,-118.25213000000001,1.1679
571,34.07736,-118.25237,1.1400000000000001
572,34.07131,-118.2524,1.241
573,34.07142,-118.25248,1.23305
574,34.079209999999996,-118.25296999999999,1.21055
575,34.02002,-118.25301999999999,1.2621
576,34.07607,-118.25313999999999,1.18825
577,34.07592,-118.25327,1.171
578,34.07145,-118.25332,1.19845
579,34.08305,-118.25339,1.21795
580,34.07625,-118.25358,1.15965
581,34.07946,-118.25367,1.12665
582,34.08212,-118.25371000000001,1.1984
583,34.11578,-118.25413999999999,1.3442500000000002
584,34.114259999999994,-118.25478999999999,1.36475
585,34.11657,-118.25506000000001,1.362
586,34.00693,-118.25506999999999,1.03635
587,34.09339,-118.25513000000001,1.2517
588,34.00112,-118.25522,0.897185
589,34.081540000000004,-118.25527,1.2446
590,34.0214,-118.25551999999999,1.2622499999999999
591,34.06442,-118.25571000000001,1.26305
592,34.07785,-118.25581000000001,1.343
593,34.07949,-118.25599,1.228
594,33.959,-118.25608000000001,0.625415
595,33.958859999999994,-118.25608000000001,0.639505
596,33.95773,-118.25608000000001,0.608365
597,34.08596,-118.25615,1.1267
598,34.01732,-118.25616000000001,1.1598000000000002
599,34.02149,-118.25618999999999,1.1618
600,34.074329999999996,-118.25621000000001,1.1494499999999999
601,34.080059999999996,-118.25623,1.1737000000000002
602,34.07822,-118.25632,1.29425
603,34.07274,-118.25636000000002,1.18075
604,34.116009999999996,-118.25639,1.60255
605,34.0789,-118.25641,1.2419
606,33.958859999999994,-118.25644,0.609715
607,34.07121,-118.25646,1.2239
608,34.09237,-118.25651,1.4029500000000001
609,34.11653,-118.25653,1.4499
610,34.07933,-118.25668999999999,1.30295
611,33.961240000000004,-118.2567,0.6805
612,34.00796,-118.25675,1.0406499999999999
613,33.95684,-118.25685,0.66829
614,34.01925,-118.25688999999998,1.19425
615,34.076159999999994,-118.25692,1.22005
616,34.071740000000005,-118.25692,1.1873
617,34.06388,-118.25692,1.33545
618,34.022079999999995,-118.25702,1.1910500000000002
619,33.97202,-118.25708,0.862
620,34.12053,-118.25708999999999,1.4854
621,34.02001,-118.25715,1.2492999999999999
622,34.073570000000004,-118.25769,1.13395
623,34.01153,-118.25795,1.0499649999999998
624,34.01123,-118.25795,1.073
625,34.11651,-118.25802,1.5288
626,33.99733,-118.2582,0.66824
627,34.06536,-118.25821,1.2909000000000002
628,34.02486,-118.25828999999999,1.16255
629,33.99732,-118.25841000000001,0.65962
630,33.783570000000005,-118.25858000000001,0.346995
631,34.072379999999995,-118.25858999999998,1.1997499999999999
632,33.78414,-118.25863000000001,0.34163
633,34.075359999999996,-118.25873,1.1444999999999999
634,34.072140000000005,-118.25873999999999,1.1599
635,33.9313,-118.25875,0.545905
636,34.11898,-118.25876000000001,1.513
637,34.0988,-118.25888,1.38595
638,34.097879999999996,-118.25888,1.3905500000000002
639,34.09754,-118.25888,1.3568
640,34.10533,-118.25889,1.51735
641,34.11531,-118.25903999999998,1.4401000000000002
642,34.071709999999996,-118.25915,1.1393
643,34.0197,-118.25917,1.2046000000000001
644,33.78326,-118.25918,0.369355
645,34.01983,-118.25927,1.2275
646,33.78402,-118.25927,0.3541
647,33.78523,-118.25933,0.36243000000000003
648,34.10588,-118.25936999999999,1.49095
649,33.931259999999995,-118.25943999999998,0.5252
650,34.09917,-118.25952,1.43735
651,34.09897,-118.25953999999999,1.4489
652,34.02223,-118.25956000000001,1.0866500000000001
653,33.93072,-118.25957,0.54621
654,34.09856,-118.25958,1.36715
655,34.09732,-118.25958,1.3335
656,34.09883,-118.25958999999999,1.46035
657,34.098420000000004,-118.25961000000001,1.39455
658,34.07209,-118.25963,1.1279
659,34.07117,-118.25963,1.1339000000000001
660,34.01894,-118.25966000000001,1.1219000000000001
661,34.02176,-118.25968,1.18735
662,34.026720000000005,-118.25981000000002,1.1639
663,34.116009999999996,-118.25985,1.5239500000000001
664,34.10569,-118.25993999999999,1.5237500000000002
665,34.11612,-118.25995,1.5910499999999999
666,34.01028,-118.26012,1.026485
667,33.999559999999995,-118.26015,0.791925
668,34.07889,-118.26016000000001,1.2723499999999999
669,34.09298,-118.26026,1.3486
670,34.0611,-118.26029,1.2398500000000001
671,34.10507,-118.26031,1.55695
672,34.091879999999996,-118.26032,1.303
673,34.10607,-118.26036,1.5185
674,34.0905,-118.26042,1.3658000000000001
675,34.09048,-118.26043,1.3805999999999998
676,34.09048,-118.26043,1.3805999999999998
