Latitude,Longitude,Reduction
33.73406,-118.30295,0.447353283
33.73427,-118.29813,0.473800369
33.73435,-118.2993,0.302321209
33.73445,-118.28409,0.698630026
33.73446,-118.28437,0.529413589
33.7345,-118.29149,0.535478364
33.73451,-118.29513,0.45852275
33.73453,-118.29067,0.329962142
33.73487,-118.291,0.216634583
33.73487,-118.29182,0.218301339
33.73489,-118.29756,0.443081196
33.735,-118.30185,0.221619395
33.73518,-118.29656,0.45920411
33.73528,-118.29042,0.444026316
33.73533,-118.29867,0.443648247
33.73541,-118.29512,0.110183737
33.73543,-118.29741,0.210294981
33.73553,-118.29928,0.287280241
33.73569,-118.29707,0.198350623
33.73577,-118.29741,0.27893622
33.73579,-118.29431,0.48157372
33.73581,-118.29872,0.443081196
33.73583,-118.30946,0.449937962
33.73584,-118.30536,0.11278344
33.7359,-118.3015,0.213597555
33.73591,-118.30902,0.113589239
33.73593,-118.3059,0.213601727
33.7361,-118.29818,0.444751319
33.73624,-118.30024,0.22134492
33.73628,-118.30741,0.305928626
33.73628,-118.2841,0.209230598
33.73629,-118.303,0.111984508
33.73632,-118.30035,0.462048714
33.73636,-118.30438,0.330867195
33.73637,-118.3005,0.111418003
33.7364,-118.30683,0.780426927
33.73645,-118.30801,0.224257417
33.73653,-118.29863,0.446677458
33.73653,-118.30083,0.111418003
33.7367,-118.29963,0.574763431
33.73673,-118.30487,0.448493082
33.73674,-118.30708,0.2839932
33.73685,-118.30523,0.464343805
33.73706,-118.30227,0.220685905
33.73706,-118.30294,0.211756988
33.73715,-118.2993,0.472118874
33.7372,-118.30294,0.599704588
33.73725,-118.30535,0.517837042
33.73726,-118.30421,0.214021135
33.73727,-118.30454,0.254407192
33.73734,-118.30227,0.444216083
33.73743,-118.29863,0.198176663
33.73744,-118.30083,0.445324796
33.73747,-118.30294,0.444500296
33.73759,-118.30294,0.515802863
33.73759,-118.30369,0.516141411
33.73762,-118.3042,0.288387795
33.7377,-118.30271,0.515464508
33.73782,-118.30556,0.214445655
33.73788,-118.29324,0.439908468
33.73813,-118.29435,0.438292757
33.73814,-118.29104,0.288272915
33.73888,-118.28613,0.272774191
33.73996,-118.29591,0.44019178
33.74035,-118.28877,0.214438419
33.7406,-118.28924,0.316477378
33.74215,-118.29311,0.434391214
33.74295,-118.29314,0.20474267
33.74356,-118.29289,0.107222758
33.744,-118.30932,0.327022693
33.74415,-118.30933,0.199048302
33.7443,-118.30933,0.210477067
33.74445,-118.28199,0.705923564
33.74449,-118.30933,0.333937131
33.74482,-118.30929,0.681309624
33.74487,-118.29813,0.318548932
33.74487,-118.29827,0.531092536
33.7449,-118.28988,0.464344515
33.74519,-118.30932,0.300300265
33.74633,-118.3093,0.465828403
33.74666,-118.28675,0.466523912
33.74789,-118.30015,0.215308967
33.77287,-118.26164,0.206030673
33.77308,-118.27067,0.207408195
33.77475,-118.27023,0.315824921
33.77507,-118.26244,0.593417142
33.77646,-118.26988,0.208101054
33.77826,-118.27571,0.10466988
33.77858,-118.27244,0.200622871
33.77944,-118.27794,0.429284866
33.77952,-118.27107,0.200795526
33.77997,-118.26111,0.199193264
33.77997,-118.26111,0.309909027
33.77997,-118.26111,0.463564919
33.77997,-118.26111,0.688692099
33.77997,-118.26115,0.427083149
33.77999,-118.27652,0.209495046
33.78012,-118.27654,0.427244082
33.78073,-118.26412,0.425884127
33.78084,-118.2685,0.211056085
33.781,-118.27477,0.532241243
33.78125,-118.27094,0.104774803
33.78179,-118.27025,0.429008997
33.78241,-118.27128,0.431491758
33.78245,-118.27315,0.449422222
33.7826,-118.26485,0.426699544
33.78266,-118.2673,0.104774803
33.78266,-118.2673,0.20932019
33.78274,-118.2735,0.42751663
33.78295,-118.27484,0.449745054
33.78299,-118.26431,0.429008997
33.78326,-118.25918,0.211056085
33.78357,-118.25858,0.21048868
33.78397,-118.27493,0.201835148
33.78402,-118.25927,0.315673475
33.78414,-118.25863,0.465864901
33.78448,-118.27497,0.430390222
33.78463,-118.27497,0.692412964
33.78496,-118.30172,0.270731156
33.78523,-118.25933,0.596592383
33.78576,-118.30616,0.211253208
33.78662,-118.30568,0.459369797
33.78711,-118.30512,0.202118869
33.78751,-118.30584,0.202881132
33.78754,-118.30683,0.202118869
33.78837,-118.30627,0.313512995
33.78877,-118.27462,0.105724731
33.78889,-118.27456,0.210900172
33.78974,-118.30117,0.429703723
33.7902,-118.3029,0.43149859
33.7902,-118.30447,0.212194995
33.79034,-118.30026,0.313739866
33.79051,-118.3044,0.313286317
33.79076,-118.30784,0.281228928
33.79078,-118.30735,0.202357341
33.79147,-118.3077,0.201598909
33.79269,-118.26383,0.145780874
33.79302,-118.3072,0.10540696
33.79311,-118.30234,0.212023609
33.79364,-118.24811,0.204638725
33.79399,-118.24849,0.284999332
33.79402,-118.29519,0.202881132
33.79479,-118.26379,0.437387738
33.795,-118.30257,0.202357341
33.79506,-118.30785,0.312381519
33.79535,-118.27486,0.526068852
33.7955,-118.30139,0.201772052
33.79601,-118.30088,0.210723918
33.79612,-118.29956,0.212194995
33.79647,-118.30056,0.201772052
33.79648,-118.30039,0.201772052
33.79747,-118.30446,0.105301288
33.79748,-118.30472,0.428062284
33.79748,-118.30524,0.201080532
33.79748,-118.30564,0.432469277
33.79748,-118.30598,0.427789364
33.79749,-118.30611,0.43214321
33.79751,-118.3038,0.708801562
33.79755,-118.30082,0.709881093
33.79805,-118.30546,0.200908091
33.7981,-118.30509,0.143954071
33.79812,-118.30462,0.450068099
33.80075,-118.26417,0.214282715
33.80083,-118.26434,0.206057805
33.80226,-118.26445,0.43680481
33.80329,-118.26436,0.215483594
33.81568,-118.30799,0.21267243
33.81982,-118.29993,0.206057805
33.81983,-118.30021,0.205272279
33.81984,-118.30342,0.205701943
33.81985,-118.30664,0.317166131
33.81985,-118.30717,0.204566495
33.81985,-118.3073,0.316936351
33.81986,-118.30091,0.107763867
33.82014,-118.30183,0.205272279
33.82045,-118.30778,0.317166131
33.82099,-118.30409,0.317626278
33.821,-118.30458,0.317626278
33.821,-118.30478,0.205879783
33.82184,-118.29987,0.318548932
33.82187,-118.30099,0.318317973
33.82189,-118.2996,0.108090091
33.82208,-118.3078,0.215308967
33.82255,-118.30251,0.206414399
33.82304,-118.30318,0.205626258
33.8232,-118.30236,0.20580352
33.82367,-118.30211,0.205980964
33.82367,-118.30661,0.10798122
33.82867,-118.3068,0.207488591
33.82877,-118.30764,0.108636416
33.8288,-118.30856,0.43877716
33.82942,-118.30824,0.319706691
33.82942,-118.30857,0.207488591
33.82944,-118.30684,0.108746075
33.82944,-118.30701,0.289372781
33.82992,-118.30825,0.207668269
33.82997,-118.30868,0.206870928
33.83051,-118.30761,0.320171183
33.83052,-118.30778,0.320171183
33.83053,-118.30743,0.320171183
33.83057,-118.30878,0.320171183
33.83095,-118.30187,0.329560999
33.83113,-118.30278,0.20740711
33.83113,-118.30294,0.217592691
33.83114,-118.30077,0.329847685
33.83114,-118.3011,0.207586206
33.83114,-118.30126,0.217769588
33.83114,-118.30457,0.329560999
33.83119,-118.30312,0.44019178
33.83152,-118.30135,0.438292757
33.83196,-118.305,0.207586206
33.83618,-118.30871,0.279527708
33.83642,-118.30872,0.439695297
33.83679,-118.30869,0.446371771
33.84037,-118.30675,0.443321075
33.84047,-118.30504,0.44138474
33.84054,-118.30647,0.443606731
33.84057,-118.30823,0.110406926
33.84091,-118.30441,0.333018374
33.84109,-118.30569,0.110406926
33.84127,-118.30544,0.299853374
33.84202,-118.30887,0.198350623
33.8423,-118.30887,0.278672739
33.8426,-118.30549,0.209931375
33.8426,-118.30565,0.30007672
33.84261,-118.30516,0.198350623
33.84353,-118.30493,0.198699094
33.84354,-118.30744,0.210294981
33.84383,-118.30818,0.210294981
33.84408,-118.30778,0.300747957
33.84408,-118.30811,0.198873606
33.84408,-118.3086,0.110967272
33.84409,-118.30844,0.198873606
33.84417,-118.30796,0.210477067
33.84456,-118.3045,0.110967272
33.84496,-118.30863,0.252139125
33.8453,-118.30886,0.111079749
33.84593,-118.30437,0.334519051
33.86296,-118.29884,0.471447804
33.86353,-118.29889,0.443892583
33.86689,-117.85707,0.413060836
33.87774,-118.29076,0.217239426
33.87787,-118.29075,0.207049471
33.87817,-118.29078,0.207848132
33.87829,-118.29078,0.108855866
33.88007,-118.28977,0.319706691
33.88007,-118.28995,0.207488591
33.88092,-118.29034,0.108636416
33.88095,-118.29052,0.108636416
33.88097,-118.28982,0.206514393
33.88097,-118.28999,0.206514393
33.88136,-118.28983,0.607712717
33.88156,-118.28646,0.441692274
33.88167,-118.28925,0.459859601
33.88471,-118.29065,0.206158591
33.88499,-118.29078,0.607034917
33.88696,-118.29116,0.108199094
33.88722,-118.29115,0.206771726
33.88827,-118.29123,0.108199094
33.89219,-118.29093,0.205449177
33.89221,-118.28966,0.317856647
33.91007,-118.29123,0.432053908
33.91111,-118.29123,0.429429683
33.91246,-118.29122,0.430944029
33.91261,-118.29122,0.430944029
33.91281,-118.29138,0.281228928
33.91316,-118.29121,0.201425941
33.91617,-118.28742,0.104774803
33.91667,-118.29015,0.46034935
33.91671,-118.28816,0.311479775
33.91673,-118.28973,0.209495046
33.9172,-118.28834,0.200220074
33.91734,-118.29137,0.104879851
33.91743,-118.2824,0.425884127
33.91792,-118.2832,0.21064578
33.91812,-118.28699,0.208796666
33.9185,-118.28337,0.210440957
33.92188,-118.29114,0.104251427
33.92207,-118.29114,0.689001895
33.9222,-118.28308,0.103731134
33.92269,-118.28318,0.103627444
33.92341,-118.2725,0.198223956
33.92369,-118.2874,0.199419168
33.92369,-118.28828,0.103834947
33.9269,-118.28301,0.10311082
33.92971,-118.24452,0.194355601
33.93062,-118.28864,0.514827526
33.93066,-118.29075,0.515155278
33.93072,-118.25957,0.24846748
33.93126,-118.25944,0.443725858
33.9313,-118.25875,0.443358847
33.93132,-118.26091,0.270996078
33.93242,-118.27808,0.305912154
33.93268,-118.27903,0.196868291
33.93351,-118.27778,0.305471767
33.93421,-118.29097,0.513518259
33.93507,-118.2407,0.304786412
33.93604,-118.28257,0.682198334
33.9369,-118.26483,0.204645825
33.93752,-118.27775,0.205303597
33.93986,-118.28206,0.509932095
33.94032,-118.28226,0.194648751
33.94033,-118.28294,0.101376826
33.94047,-118.28293,0.454788612
33.94049,-118.29127,0.196026524
33.94201,-118.30903,0.272803929
33.94296,-118.23288,0.299546722
33.94431,-118.29122,0.419201258
33.94582,-118.28517,0.302627103
33.94582,-118.28533,0.302627103
33.94582,-118.37405,0.201141363
33.94583,-118.28192,0.193490506
33.94594,-118.37332,0.200391817
33.9461,-118.37432,0.520753687
33.94635,-118.37298,0.426699544
33.94645,-118.37226,0.267445685
33.94666,-118.26552,0.416251746
33.94685,-118.37267,0.104565081
33.94725,-118.37756,0.311704925
33.94767,-118.26953,0.192504148
33.94778,-118.37142,0.209980034
33.94791,-118.37129,0.104355855
33.94807,-118.37125,0.208448515
33.9481,-118.37161,0.208622504
33.94812,-118.37044,0.266693502
33.94814,-118.26924,0.192340327
33.94834,-118.3774,0.311254814
33.94857,-118.3778,0.10466988
33.94859,-118.37706,0.21048868
33.94872,-118.37774,0.10466988
33.94878,-118.2887,0.415698098
33.94878,-118.28903,0.203663907
33.94881,-118.28851,0.4518965
33.94881,-118.28884,0.203663907
33.94881,-118.28917,0.417589722
33.94881,-118.28934,0.507013557
33.94882,-118.28819,0.50669014
33.94882,-118.28836,0.301975005
33.94886,-118.37771,0.465535708
33.94887,-118.29098,0.415698098
33.94975,-118.3768,0.25556801
33.94984,-118.28199,0.450936143
33.95022,-118.30044,0.417857859
33.95097,-118.30056,0.201962608
33.95102,-118.28507,0.099875194
33.95131,-118.3837,0.377855098
33.95183,-118.30864,0.257597957
33.95216,-118.29011,0.675728195
33.95226,-118.37401,0.199247906
33.95236,-118.37361,0.462255216
33.95254,-118.24627,0.097719582
33.95262,-118.28593,0.099479167
33.95264,-118.37327,0.315003417
33.95324,-118.28344,0.191198138
33.95349,-118.38154,0.207927582
33.95366,-118.44029,0.224258776
33.95392,-118.43976,0.225546551
33.95394,-118.44003,0.306871204
33.95409,-118.43941,0.224829322
33.95417,-118.43923,0.450803124
33.95503,-118.43957,0.150881121
33.95506,-118.28931,0.413589272
33.95509,-118.43458,0.225916564
33.95512,-118.26481,0.189764745
33.95519,-118.43445,0.294276528
33.95523,-118.38131,0.208462999
33.95525,-118.43423,0.215841066
33.95534,-118.28439,0.191063404
33.95535,-118.43412,0.469883867
33.95542,-118.4393,0.204737639
33.95549,-118.43372,0.48229023
33.95552,-118.43346,0.451091913
33.95556,-118.43316,0.307330743
33.95556,-118.43483,0.457163012
33.95558,-118.44223,0.722231507
33.95558,-118.26405,-1.266212311
33.95559,-118.43286,0.11416906
33.95559,-118.43764,0.295128048
33.9557,-118.44231,0.583766205
33.95574,-118.43431,0.453729761
33.95575,-118.43409,0.469883867
33.95575,-118.43821,0.216593813
33.95587,-118.4337,0.307330743
33.9559,-118.43212,0.450803124
33.95593,-118.43491,0.225210668
33.95596,-118.43784,0.308483245
33.95604,-118.4329,0.6906309
33.95609,-118.43199,0.21787603
33.95611,-118.43267,0.11416906
33.95612,-118.43391,0.225916564
33.95613,-118.44142,0.218526064
33.95618,-118.43638,0.260044224
33.95618,-118.44123,0.114518667
33.95621,-118.43505,0.454022606
33.95623,-118.43248,0.523295545
33.95623,-118.43323,0.215841066
33.95624,-118.43734,0.216782496
33.95625,-118.43194,0.450514535
33.95626,-118.28198,0.411736165
33.95628,-118.27902,0.189580149
33.95631,-118.43784,0.452828882
33.95631,-118.44089,0.114752457
33.95637,-118.43236,0.450803124
33.95639,-118.4407,0.452538882
33.95642,-118.43522,0.454022606
33.95654,-118.43941,0.45340949
33.95663,-118.43554,0.216405329
33.95664,-118.44043,0.45578395
33.95671,-118.43632,0.295697169
33.95676,-118.44163,0.470580589
33.95676,-118.44178,0.457505054
33.9568,-118.4352,0.56022893
33.95681,-118.44139,0.452249085
33.95684,-118.25685,0.25966617
33.95696,-118.43584,0.114752457
33.95705,-118.43565,0.226658857
33.95711,-118.38189,0.206374034
33.95713,-118.43548,0.343675125
33.95719,-118.43952,0.473727487
33.95721,-118.28813,0.428891685
33.95745,-118.44038,0.26212729
33.95745,-118.44038,0.227129281
33.95746,-118.43614,0.295982163
33.95754,-118.4402,0.206373132
33.95759,-118.43588,0.454902361
33.95765,-118.43566,0.452538882
33.95772,-118.43549,0.454902361
33.95773,-118.25608,0.197574329
33.95832,-118.2798,0.669282849
33.95834,-118.27287,0.18879748
33.95837,-118.43962,0.455740052
33.95848,-118.28304,0.296390914
33.95854,-118.28368,0.189603135
33.95874,-118.30054,0.200591528
33.95886,-118.43308,0.199826707
33.95886,-118.25608,-0.655633302
33.95886,-118.25644,0.675606376
33.95887,-118.43966,0.696766432
33.95889,-118.43381,0.216217043
33.95898,-118.43871,0.4877964
33.959,-118.25608,0.187198052
33.95902,-118.43287,0.203835834
33.95905,-118.38425,0.207292235
33.95906,-118.44923,0.211390345
33.95907,-118.43917,0.456324734
33.95911,-118.43842,0.298848078
33.95918,-118.43828,0.37320524
33.95918,-118.28268,0.38126285
33.95924,-118.43813,0.218680336
33.9593,-118.30982,0.190549016
33.95936,-118.44964,0.473800369
33.95944,-118.43313,0.451091913
33.95944,-118.43329,0.482632696
33.95944,-118.43349,0.451380903
33.95944,-118.43379,0.524324542
33.95944,-118.43395,0.691920761
33.95944,-118.43412,0.288054775
33.95944,-118.43433,0.225784168
33.95945,-118.43299,0.307330743
33.95945,-118.43366,0.226287332
33.95949,-118.40655,0.425713135
33.95952,-118.40754,0.141341523
33.95952,-118.40805,0.427279478
33.95953,-118.40527,0.198342337
33.95953,-118.4057,0.207235408
33.95954,-118.40537,0.207235408
33.95969,-118.43264,0.45314468
33.95983,-118.43326,0.457163012
33.95986,-118.421,0.605681474
33.95996,-118.44961,0.288110487
33.95997,-118.38252,0.205345981
33.95997,-118.38256,0.513191376
33.95997,-118.38256,0.205345981
33.95997,-118.38256,0.250648618
33.96003,-118.43227,0.215278582
33.96003,-118.43244,0.258751376
33.96004,-118.43125,-0.304468569
33.96004,-118.41604,0.722020318
33.96005,-118.43511,0.205281047
33.96005,-118.43528,0.289422424
33.96006,-118.43412,0.791512399
33.96006,-118.43428,0.393237192
33.96006,-118.41547,-1.833911605
33.96007,-118.4163,0.314184118
33.96007,-118.41646,0.103213901
33.96007,-118.42137,0.21267243
33.96007,-118.42154,0.214091403
33.96008,-118.41531,0.426312847
33.96008,-118.42091,0.315105135
33.96013,-118.43559,0.205644292
33.96019,-118.43578,0.205644292
33.96031,-118.43602,0.485724898
33.96033,-118.4471,0.333690182
33.96043,-118.44653,0.556453335
33.96046,-118.44608,0.11382074
33.96049,-118.417,0.423447845
33.9606,-118.4459,0.149829962
33.96065,-118.30347,0.409658871
33.96066,-118.30113,0.67050857
33.96068,-118.45005,0.288110487
33.96073,-118.4457,0.28669405
33.96109,-118.41849,0.689931586
33.96112,-118.44952,0.778440026
33.96119,-118.3038,0.409398412
33.9612,-118.29382,0.132145916
33.96124,-118.2567,0.177816993
33.96134,-118.44966,0.214445655
33.96153,-118.45269,0.219017584
33.96166,-118.27952,0.187182977
33.9618,-118.39695,0.25186905
33.96196,-118.30933,0.300847898
33.96199,-118.45329,0.77346326
33.962,-118.3087,0.300587199
33.9621,-118.28815,0.408579601
33.9621,-118.29015,0.188636826
33.9621,-118.29048,0.188636826
33.96211,-118.30933,0.199792236
33.96216,-118.28997,0.196684721
33.96223,-118.28898,0.196522411
33.96245,-118.28624,0.297476857
33.96248,-118.29251,0.295119216
33.96254,-118.28238,0.187676226
33.96259,-118.23996,0.66117609
33.96292,-118.30903,0.197825293
33.96299,-118.30298,0.296178528
33.96299,-118.30565,0.296390914
33.96304,-118.42242,0.472492656
33.96313,-118.26549,0.185929803
33.96314,-118.30917,0.49866078
33.96315,-118.42251,0.10700722
33.96326,-118.42261,0.214264826
33.96342,-118.42268,0.434841877
33.96348,-118.42194,0.46534814
33.96359,-118.42204,0.713120487
33.96363,-118.42297,0.438708054
33.9637,-118.42213,0.454287222
33.96396,-118.28407,0.293223392
33.96396,-118.28449,0.433226054
33.96396,-118.2849,0.433226054
33.96397,-118.28471,0.433226054
33.96428,-118.28505,0.199983252
33.96451,-118.28503,0.17888103
33.9646,-118.28994,0.412412449
33.9646,-118.29046,0.284598359
33.96462,-118.27426,0.410054951
33.96462,-118.28622,0.210818935
33.96462,-118.28637,0.394920091
33.96464,-118.28416,0.187038975
33.96464,-118.28521,0.099475164
33.96465,-118.28489,0.394666316
33.96476,-118.3093,0.197172592
33.96485,-118.30363,0.198363058
33.96485,-118.3038,0.29533073
33.9649,-118.30864,0.197009811
33.96515,-118.28638,0.199819116
33.96515,-118.2883,0.17888103
33.96517,-118.28556,0.292803996
33.96517,-118.28605,0.210487645
33.96517,-118.28622,0.178728572
33.96518,-118.28457,0.669368267
33.96518,-118.28506,0.186880054
33.96519,-118.42384,0.107547035
33.96524,-118.30899,0.497067814
33.9657,-118.28489,0.199327647
33.96582,-118.28896,0.394666316
33.96582,-118.28913,0.210653213
33.96585,-118.28588,0.099279428
33.96586,-118.28448,0.503644845
33.96587,-118.38583,0.203307998
33.96603,-118.28712,0.393948425
33.96612,-118.30717,0.196522411
33.96612,-118.30749,0.406803434
33.96615,-118.30397,0.408055972
33.96636,-118.29028,0.210487645
33.96637,-118.2888,0.411100996
33.96637,-118.28913,0.411100996
33.96639,-118.2858,0.393360438
33.9664,-118.28355,0.199000784
33.96647,-118.38479,0.204481778
33.96653,-118.46108,0.215726366
33.96656,-118.3093,0.198205013
33.96665,-118.30548,0.408055972
33.96665,-118.30717,0.441119482
33.96665,-118.30733,0.196360258
33.96673,-118.26835,0.208022437
33.967,-118.3839,0.193820607
33.96701,-118.30429,0.196036421
33.96701,-118.30631,0.187995794
33.96704,-118.28946,0.178272104
33.96704,-118.28963,0.43746462
33.96705,-118.28611,0.291758508
33.96706,-118.28439,0.177665589
33.96717,-118.38483,0.416492756
33.96724,-118.28746,0.186245931
33.9674,-118.33135,0.199155536
33.9675,-118.2884,0.186245931
33.96755,-118.28934,0.199000784
33.9677,-118.26245,0.183422972
33.96798,-118.45771,0.110967272
33.96813,-118.28539,0.177363231
33.96839,-118.39753,0.455110982
33.96882,-118.33087,0.197009811
33.96885,-118.39777,0.303936193
33.96891,-118.30936,0.211150842
33.96909,-118.28652,0.198023929
33.96951,-118.28341,0.665722053
33.96951,-118.28489,0.29030199
33.96982,-118.37052,0.192044187
33.97005,-118.28621,0.391382974
33.97005,-118.2888,0.185142193
33.97047,-118.28571,0.208185722
33.97054,-118.2752,0.207208265
33.97105,-118.45889,0.220085396
33.97107,-118.27906,0.19769955
33.97135,-118.45931,0.443321075
33.97137,-118.27426,0.182957294
33.97142,-118.28486,0.390127889
33.97143,-118.45991,0.268579059
33.97144,-118.28472,0.406933349
33.97145,-118.2834,0.40667433
33.9717,-118.33109,0.25892846
33.9719,-118.28228,0.497955167
33.972,-118.28391,0.406415481
33.97201,-118.28306,0.38937689
33.97202,-118.25708,0.172642426
33.97211,-118.45971,0.218301339
33.97224,-118.46055,0.534125712
33.97241,-118.28488,0.183734184
33.97241,-118.28538,0.196569076
33.97244,-118.37667,0.190873255
33.97295,-118.30863,0.209497452
33.97297,-118.33026,0.39517404
33.97298,-118.28306,0.388627424
33.97298,-118.33059,0.187357287
33.97299,-118.37654,0.411486996
33.97303,-118.3765,0.412679116
33.9731,-118.37663,0.098888562
33.97313,-118.37659,0.199468158
33.97314,-118.37659,0.253766486
33.97337,-118.28469,0.175533116
33.97337,-118.2862,0.427863373
33.97337,-118.28686,0.20704588
33.97338,-118.28488,0.405639959
33.97345,-118.39491,0.450616432
33.97367,-118.37343,0.410441299
33.97392,-118.37696,0.098692604
33.97394,-118.28389,0.195606065
33.97405,-118.37692,0.098692604
33.97414,-118.32872,0.299273451
33.97422,-118.33283,0.299531808
33.97424,-118.32908,0.199491314
33.97436,-118.37631,0.410702459
33.97436,-118.46145,0.214612185
33.97446,-118.37701,0.098594795
33.9745,-118.3733,0.098302046
33.97462,-118.37317,0.412987701
33.97466,-118.46251,0.60163031
33.97482,-118.31888,0.098792038
33.97485,-118.31222,0.098500935
33.97487,-118.32976,0.099181728
33.97516,-118.37476,0.67112178
33.9752,-118.37536,0.198734586
33.97523,-118.29069,0.183267595
33.97532,-118.37523,0.297455476
33.97553,-118.46161,0.45363576
33.97585,-118.46237,0.469499801
33.97594,-118.37642,0.297242212
33.97599,-118.46364,0.433122097
33.97619,-118.27809,0.421269794
33.97639,-118.46283,0.2021831
33.97644,-118.37627,0.190088445
33.97645,-118.37606,0.199792236
33.97646,-118.37585,0.199632834
33.97664,-118.32901,0.185929803
33.97667,-118.32836,0.667848006
33.97679,-118.46359,0.21099882
33.97695,-118.32797,0.430131218
33.97696,-118.3342,0.393147303
33.97697,-118.28979,0.389126898
33.97698,-118.28837,0.175114495
33.97711,-118.33417,0.410054951
33.97713,-118.33338,0.410054951
